fighter_id,fighter_name,background,confidence,notes
253076a23d03dcd0,Allan Nascimento,striker_kickboxing,high,Wikipedia: Muay Thai from 15; Chute Boxe
6d35bf94f7d30241,Amir Albazi,unclear,low,Wikipedia: Started directly in MMA
798e48f9e7f6ba22,Carlos Hernandez,unclear,low,No Wikipedia page found
814e5233e2acf2ee,Charles Johnson,hybrid,low,Wikipedia: HS state wrestling rep; later pro boxer
7f6ed67d3ed3c036,Cody Durden,wrestler,high,"Wikipedia: HS wrestler 121-31, state finalist"
2fe9032955c2e013,Joseph Morales,unclear,low,Wikipedia names no martial art before MMA
34b96d52db1d26e6,Kevin Borjas,unclear,low,No Wikipedia page found
98aa60cf58071fd6,Kyoji Horiguchi,striker_kickboxing,high,"Wikipedia: Full-contact karate from 5, regional champion"
dee294e9717012c2,Malcolm Gordon,hybrid,low,Wikipedia: Started with BJJ and kickboxing together
5d1b7e3dd9e11074,Manel Kape,striker_boxing,medium,Wikipedia: Boxing matches before MMA at 14
32ab52e5de93092d,Steve Erceg,wrestler,low,Wikipedia: Started in MMA; national freestyle wrestling gold
f00ac08ab056af5d,Tagir Ulanbekov,wrestler,high,Wikipedia: Wrestling as a child; combat sambo world champion
4461d7e47375a895,Tatsuro Taira,unclear,low,Wikipedia: Started directly in MMA
6e00cfffd54653c4,Tyson Nam,hybrid,low,"Wikipedia: Judo from 6, then boxing and kickboxing"
be9bdec19b7e9ffe,Austen Lane,unclear,low,Wikipedia names no martial art before MMA
1788eee370f077b7,Blagoy Ivanov,wrestler,high,Wikipedia: Combat sambo world champion; judo national team
7a5e8c94a86f9895,Chris Barnett,hybrid,medium,Wikipedia: Taekwondo from 5; college wrestling scholarship
787bb1f087ccff8a,Ciryl Gane,striker_kickboxing,high,Wikipedia: Pro Muay Thai champion
fa6796c55d6c5440,Curtis Blaydes,wrestler,high,Wikipedia: HS state champion; NJCAA national champion
d3df1add9d9a7efb,Derrick Lewis,striker_boxing,medium,Wikipedia: Boxing from 17; trained under George Foreman
2cd428e9606856fd,Jairzinho Rozenstruik,striker_kickboxing,high,Wikipedia: Pro kickboxer
25f9a5f3e8a52618,Jhonata Diniz,striker_kickboxing,high,Wikipedia: Pro kickboxer (GLORY); Muay Thai tournament winner
8667caa0451d245b,Kennedy Nzechukwu,unclear,low,Wikipedia: Started directly in MMA
c9cf753cfdf77fc2,Marcin Tybura,unclear,low,Wikipedia names no martial art before MMA
e2f6b2769aaedd6c,Serghei Spivac,unclear,low,Wikipedia names no martial art before MMA
c62fbc117d57b943,Tai Tuivasa,unclear,low,Wikipedia names no martial art before MMA
71171fc96445bf65,Vitor Petrino,striker_kickboxing,medium,Wikipedia: Sanda / Chinese boxing from 13
333b9e5c723ac873,Aleksandar Rakic,striker_kickboxing,high,"Wikipedia: Kickboxing and boxing from 12, 40+ fights"
a495f599e787614f,Alonzo Menifield,unclear,low,Wikipedia names no martial art before MMA
e90a2f22417af68e,Azamat Murzakanov,hybrid,medium,Wikipedia: Hand-to-hand combat world champion (striking + throws)
49edd0d90f60fb7d,Brendson Ribeiro,unclear,low,No Wikipedia page found
9014c02eff8b3d62,Carlos Ulberg,striker_kickboxing,medium,Wikipedia: Former kickboxer; one pro boxing bout
d0aaedcf7ccd0b45,Chris Daukaus,unclear,low,Wikipedia: Started directly in MMA
cd13728ae1151f46,Ion Cutelaba,wrestler,high,Wikipedia: Greco-Roman wrestling; sambo and judo national champion
70e1f8a821b72c8b,Jimmy Crute,bjj_grappler,low,"Wikipedia: Karate at 4, judo at 8, BJJ from 11"
009341ed974bad72,Jiri Prochazka,striker_kickboxing,medium,Wikipedia: Began with Thai boxing
c21f26bbde777573,Johnny Walker,unclear,low,Wikipedia names no martial art before MMA
6370c1c1e12723d5,Marcin Prachnio,striker_kickboxing,high,Wikipedia: Kyokushin karate Polish champion
50db8711c70196cd,Ovince Saint Preux,wrestler,low,"Wikipedia: HS wrestler 26-1, state runner-up; kickboxing at 21"
d2cd7a69cc55e7ed,Austin Hubbard,wrestler,low,Wikipedia: HS wrestling
de45aaae23dfa392,Christos Giagos,wrestler,low,Wikipedia: HS wrestling
135d124172a0bea3,Damir Ismagulov,hybrid,low,Wikipedia: Master of sport in universal and army hand-to-hand combat
193b9d1858bc4df3,Dan Hooker,striker_kickboxing,medium,Wikipedia: Pro kickboxing champion
029eaff01e6bb8f0,Dustin Poirier,unclear,low,Wikipedia names no martial art before MMA
64a50dad704d1d49,Edson Barboza,striker_kickboxing,high,"Wikipedia: Muay Thai from 8, 25-3 pro"
323d4ca260dfa0ba,Esteban Ribovics,unclear,low,Wikipedia: Started directly in MMA
d9a56ecb6e94f02e,Evan Elder,unclear,low,No Wikipedia page found
436f970c9ea9169c,Gabriel Benitez,unclear,low,Wikipedia: Started directly in MMA
99bd51917728c25d,Grant Dawson,wrestler,medium,Wikipedia: HS wrestler 40-8
7026eca45f65377b,Jared Gordon,striker_boxing,low,Wikipedia: Boxing and wrestling young; taught boxing
af65aa688d13eedf,Joe Solecki,bjj_grappler,high,Wikipedia: BJJ from 6
58bbef3770bb2dfc,Joel Alvarez,unclear,low,Wikipedia: Started directly in MMA
9e8f6c728eb01124,Justin Gaethje,wrestler,high,Wikipedia: College wrestler at Northern Colorado
ec13c393d029297d,Kaue Fernandes,unclear,low,No Wikipedia page found
5b86d491d63890c5,Ludovit Klein,striker_boxing,low,"Wikipedia: Boxing from 12, then BJJ and Thai boxing"
8c1ca54b5089d199,Maheshate,unclear,low,No Wikipedia page found
849c5d9979df5357,Mateusz Rebecki,unclear,low,No Wikipedia page found
dccb63727f2f5f74,Matt Frevola,wrestler,low,Wikipedia: HS wrestling; BJJ in high school
511e82663651438d,Michael Johnson,wrestler,medium,Wikipedia: Top NJCAA wrestler
b7b84ccd221be298,Nasrat Haqparast,striker_kickboxing,low,Wikipedia: Kickboxing classes from 14
c814b4c899793af6,Rafael Fiziev,striker_kickboxing,high,Wikipedia: Muay Thai from 11; fought in Thailand
b6452706b373eea1,Renato Moicano,bjj_grappler,medium,Wikipedia: Judo from 8; BJJ
37c5366d18ed6c05,Roosevelt Roberts,unclear,low,Wikipedia: Started directly in MMA
809bd1a871491508,Terrance McKinney,wrestler,high,Wikipedia: Two-time state champion; Fargo All-American
6c3b2525436cf5d4,Tom Nolan,hybrid,low,"Wikipedia: Wrestling and jujutsu together, MMA at 15"
22a92d7f62195791,Tony Ferguson,wrestler,high,Wikipedia: NCWA national wrestling champion
0bc697c5936a2d0a,Trevor Peek,unclear,low,No Wikipedia page found
19c591115a58982c,Viacheslav Borshchev,unclear,low,No Wikipedia page found
eae431e70064e046,Abdul Razak Alhassan,bjj_grappler,high,"Wikipedia: Judo black belt, 22 years"
886264a0c9f4ea5e,Andre Muniz,bjj_grappler,medium,"Wikipedia: BJJ as a teen, competed; Muay Thai too"
5f61780fe5e9b6d0,Andre Petroski,wrestler,high,Wikipedia: Wrestling from 4; college wrestler
35673bf5204524ee,Bo Nickal,wrestler,high,Wikipedia: Three-time Texas champion; Penn State
0c6d9ea8306c029e,Brad Tavares,unclear,low,Wikipedia names no martial art before MMA
12ebd7d157e91701,Bruno Silva,unclear,low,Wikipedia: Started directly in MMA
64d47ef881a437a4,Cesar Almeida,striker_kickboxing,low,Wikipedia: Disambiguation page lists him as a kickboxer
5442f1bc4b47eaf3,Chris Curtis,striker_boxing,low,Wikipedia: Described as a former boxer
0112352cb32f5026,Denis Tiuliulin,unclear,low,No Wikipedia page found
0d7b51c9d2649a6e,Dricus Du Plessis,striker_kickboxing,medium,Wikipedia: WAKO K-1 world gold; judo and wrestling earlier
cad24459b28592ca,Eryk Anders,unclear,low,Wikipedia names no martial art before MMA
b12fb759e02378de,Gilbert Urbina,unclear,low,No Wikipedia page found
6a96ad1bc34fb113,Ismail Naurdiev,wrestler,low,Wikipedia: Wrestling before MMA
1338e2c7480bdf9e,Israel Adesanya,striker_kickboxing,high,Wikipedia: Kickboxing from 18; Glory title challenger
d0e1b42d41dab603,Julian Marquez,wrestler,medium,Wikipedia: Wrestling from middle school through college
841695e02c99a521,Mansur Abdul-Malik,unclear,low,No Wikipedia page found
8e9eb3fc86db0f7d,Marc-Andre Barriault,unclear,low,Wikipedia names no martial art before MMA
49d2a08964c5eb11,Nursulton Ruziboev,hybrid,low,Wikipedia: Karate from 7; combat sambo in youth
2e5c2aa8e4ab9d82,Paulo Costa,striker_kickboxing,medium,Wikipedia: Muay Thai from 9; jiu-jitsu later
547afe1017e72dbe,Phil Hawes,wrestler,high,Wikipedia: NJCAA national champion; D1 Iowa State
d549cefc7c54ab78,Reinier de Ridder,bjj_grappler,high,Wikipedia: Judo black belt as teen; BJJ black belt
0cd0456d6029cec2,Robert Valentin,unclear,low,No Wikipedia page found
260e9e0d4954aea6,Rodolfo Vieira,bjj_grappler,high,Wikipedia: BJJ world champion; ADCC champion
9d83f6da776ff7d6,Roman Kopylov,hybrid,medium,Wikipedia: Hand-to-hand combat world champion (striking + throws)
147e70aa6cc48cfc,Tresean Gore,unclear,low,No Wikipedia page found
33efaf2d0941cfcf,Andre Fialho,striker_boxing,high,Wikipedia: Amateur boxing champion in Portugal
f4c49976c75c5ab2,Conor McGregor,striker_boxing,medium,Wikipedia: Boxing at Crumlin Boxing Club from 12
523fa774700d7d3f,Court McGee,wrestler,medium,Wikipedia: HS wrestling state placer; also karate
8a1f3b5c526cd6e6,Daniel Rodriguez,striker_boxing,low,Wikipedia: Boxing in mid-20s before MMA
a6cba6bb66c1a8c9,Danny Roberts,striker_boxing,high,"Wikipedia: Boxing from 16, 3-1 pro"
01641ba5df0c69b0,Gabriel Bonfim,striker_boxing,medium,Wikipedia: Pro boxing 5-0 alongside early MMA
23024fdfc966410a,Gilbert Burns,bjj_grappler,high,Wikipedia: IBJJF world champion
442c9011034ae1fd,Ian Machado Garry,hybrid,medium,Wikipedia: Boxing from 10; judo black belt at 18
a845f0735bc67405,Jake Matthews,unclear,low,Wikipedia: Started directly in MMA
d66a46de8d705353,Jeremiah Wells,unclear,low,Wikipedia: Started directly in MMA
b9437600497350f3,Joaquin Buckley,wrestler,low,Wikipedia: HS wrestling
3a46b268013afede,Kevin Holland,striker_kickboxing,low,Wikipedia: Described as a former kickboxer
ee9ebceabfd16fa7,Kevin Lee,wrestler,high,"Wikipedia: College wrestler, 37-0 as sophomore"
2558ae2e5671e318,Khaos Williams,bjj_grappler,low,Wikipedia: Started at a BJJ gym
4aa58269d0664b5b,Matthew Semelsberger,wrestler,low,Wikipedia: Youth wrestling; MMA from 14
b0d6a1d8ac3d563d,Max Griffin,striker_kickboxing,medium,Wikipedia: Black belt in Bok Fu (kenpo/TKD/kung fu)
c32aeb1a59e6272d,Michael Morales,wrestler,low,"Wikipedia: Judo from 5, wrestling from 10 with youth titles"
9e50097a89442158,Mickey Gall,bjj_grappler,medium,"Wikipedia: Boxing at 13, BJJ from 16 with grappling titles"
82d4c957649faf9b,Miguel Baeza,bjj_grappler,low,Wikipedia: BJJ black belt; start not described
f748267c4ab6c127,Rhys McKee,unclear,low,Wikipedia names no martial art before MMA
8f765fd5775a8873,Rinat Fakhretdinov,wrestler,medium,Wikipedia: Freestyle wrestling and kudo from 13; combat sambo
f2925e6db404bf1d,Robbie Lawler,hybrid,low,Wikipedia: Taekwondo and karate; All-State HS wrestler
6d1bffff14897645,Santiago Ponzinibbio,striker_kickboxing,medium,Wikipedia: Kickboxing from 13
b27a1fcb56a3035a,Trevin Giles,unclear,low,Wikipedia names no martial art before MMA
06e4245d16fc5315,Ailin Perez,unclear,low,No Wikipedia page found
1d239d571e342453,Germaine de Randamie,striker_kickboxing,high,"Wikipedia: Undefeated kickboxer, 4x world champion"
634e2fb70bde3fd5,Holly Holm,striker_boxing,high,Wikipedia: Pro boxing world champion; amateur kickboxing first
f9ab66e67240db7b,Joselyne Edwards,striker_boxing,medium,Wikipedia: Boxing from 13 for four years
86d9dbe1bfcbade7,Julia Avila,unclear,low,Wikipedia names no martial art before MMA
9cdd2da1a9104a0b,Macy Chiasson,striker_kickboxing,low,Wikipedia: Krav Maga instructor before MMA
b96619b3acd7d9da,Miesha Tate,wrestler,high,Wikipedia: HS state wrestling champion
fc169c387b4b465d,Raquel Pennington,unclear,low,Wikipedia names no martial art before MMA
5e6294b37bbef029,Stephanie Egger,bjj_grappler,high,Wikipedia: Judo black belt; European U23 champion
6551c64fbcd1a467,Ariane da Silva,striker_kickboxing,high,Wikipedia: Brazilian Muay Thai champion
5c637af9472ae7cc,Jamey-Lyn Horth,unclear,low,No Wikipedia page found
a78a87d8c2bbb1cb,Julija Stoliarenko,bjj_grappler,high,"Wikipedia: BJJ black belt, IBJJF medalist; karate from 12"
9d62c2d8ee151f08,Karine Silva,striker_kickboxing,low,Wikipedia: Started in Chinese boxing
b4192a975027aab6,Maryna Moroz,striker_boxing,high,Wikipedia: Boxing from a young age; Master of Sport in boxing
6a740daf1b279661,Maycee Barber,unclear,low,Wikipedia: Started directly in MMA
a4a80dd7336ffd59,Melissa Gatto,striker_kickboxing,low,Wikipedia: Kung Fu from 8
f29a6350c69f4a33,Miranda Maverick,wrestler,low,Wikipedia: Grappling from 16; HS wrestling senior year
80d8aed0ca9b00f3,Montana De La Rosa,wrestler,medium,Wikipedia: HS wrestling; college scholarship offer
68d4a891e5cf2029,Tracy Cortez,unclear,low,Wikipedia: Started directly in MMA
4798e823ada58fe9,Veronica Hardy,striker_kickboxing,medium,Wikipedia: Taekwondo black belt by 12
36541f1e6c5d4955,Viviane Araujo,bjj_grappler,medium,Wikipedia: BJJ teacher before MMA
87f8699fdcc2c404,Alice Ardelean,unclear,low,No Wikipedia page found
3df5493bb279226f,Amanda Lemos,unclear,low,Wikipedia names no martial art before MMA
7138a15258dabf20,Bruna Brasil,unclear,low,No Wikipedia page found
3351aa64aa83c4d9,Cory McKenna,striker_kickboxing,low,"Wikipedia: Karate from 10, then Muay Thai; MMA from 13"
d7e40dca3ae125be,Diana Belbita,striker_kickboxing,medium,Wikipedia: Kickboxing and karate; kempo world champion
ac7c765882f2c68c,Elise Reed,striker_kickboxing,high,"Wikipedia: Taekwondo from 6, kickboxing from 15"
26e3f3928b1891d9,Hannah Goldy,striker_kickboxing,low,Wikipedia: Three Muay Thai fights and one boxing bout before MMA
abcf2cc6efc42031,Iasmin Lucindo,unclear,low,Wikipedia: Started directly in MMA
efc67b07eed39794,Istela Nunes,unclear,low,No Wikipedia page found
6a1901c62ab3870f,Jessica Andrade,bjj_grappler,medium,"Wikipedia: Judo at school, then jiu-jitsu"
c742287ed86a09bc,Jessica Penne,unclear,low,Wikipedia names no martial art before MMA
d05cb1e8d1b885d8,Jinh Yu Frey,unclear,low,Wikipedia names no martial art before MMA
8e5d953bdb9ae5e7,Loopy Godinez,bjj_grappler,medium,"Wikipedia: Judo since childhood, then jiu-jitsu"
e375cb5caf4717b6,Piera Rodriguez,unclear,low,No Wikipedia page found
b08012bbe542592a,Tatiana Suarez,wrestler,high,Wikipedia: World Championships freestyle wrestling medalist
2c483cf443f38ece,Vanessa Demopoulos,unclear,low,Wikipedia: Started directly in MMA
